danmaku,now_rank,aid,url,reply,share,coin,favorite,his_rank,view
569,0,6384826,http://www.bilibili.com/video/av6384826,903,135,3354,3717,97,173679
3569,0,6218205,http://www.bilibili.com/video/av6218205,289,134,346,564,96,173642
2324,0,6107280,http://www.bilibili.com/video/av6107280,457,195,164,2689,59,173395
7089,0,6370482,http://www.bilibili.com/video/av6370482,4692,1381,17659,5505,53,173382
2887,0,6208038,http://www.bilibili.com/video/av6208038,1083,59,1500,613,0,172995
31084,0,6451458,http://www.bilibili.com/video/av6451458,2469,675,2794,1224,0,172627
2340,0,6443940,http://www.bilibili.com/video/av6443940,609,120,1346,481,32,172570
160,0,6286498,http://www.bilibili.com/video/av6286498,341,495,363,4654,0,172486
764,0,6196415,http://www.bilibili.com/video/av6196415,1052,164,77,486,93,172440
2155,0,6397249,http://www.bilibili.com/video/av6397249,760,489,446,536,0,172023
2015,0,6218844,http://www.bilibili.com/video/av6218844,1064,211,110,1268,0,171948
721,0,6323326,http://www.bilibili.com/video/av6323326,515,554,2341,13230,37,171600
9706,0,6214448,http://www.bilibili.com/video/av6214448,969,145,487,149,0,171542
669,0,6450234,http://www.bilibili.com/video/av6450234,202,466,460,1172,0,171497
